1_ortho;4_cgram;5_genre
dosées;VER;f
dosés;VER;m
dot;NOM;f
dota;VER;
dotaient;VER;
dotait;VER;
dotant;VER;
dotation;NOM;f
dote;VER;
doter;VER;
dots;NOM;f
doté;VER;m
doté;ADJ;m
dotée;VER;f
dotée;ADJ;f
dotées;VER;f
dotées;ADJ;f
dotés;VER;m
dotés;ADJ;m
douaire;NOM;m
douairière;NOM;f
douairières;NOM;f
douait;VER;
douane;NOM;f
douanes;NOM;f
douanier;ADJ;m
douanier;NOM;m
douaniers;ADJ;m
douaniers;NOM;m
douanière;ADJ;f
douanières;ADJ;f
douar;NOM;m
douars;NOM;m
doubla;VER;
doublage;NOM;m
doublages;NOM;m
doublai;VER;
doublaient;VER;
doublais;VER;
doublait;VER;
doublant;VER;
doublard;NOM;m
doublards;NOM;m
double;ADJ;
double;NOM;m
double;VER;
double-cliquer;VER;
double-cliqué;VER;m
double-croche;NOM;f
double-décimètre;NOM;m
double-fond;NOM;m
double-six;NOM;m
doubleau;NOM;m
doubleaux;NOM;m
doublement;ADV;
doublement;NOM;m
doublent;VER;
doubler;NOM;m
doubler;VER;
doublera;VER;
doublerai;VER;
doubleraient;VER;
doublerait;VER;
doublerez;VER;
doublerons;VER;
doubles;ADJ;
doubles;NOM;m
doubles;VER;
doublet;NOM;m
doublets;NOM;m
doublette;NOM;f
doubleur;NOM;m
doubleuse;NOM;f
doubleuses;NOM;f
doublez;VER;
doubliez;VER;
doublions;VER;
doublon;NOM;m
doublonner;VER;
doublons;VER;
doublons;NOM;m
doublure;NOM;f
doublures;NOM;f
doublât;VER;
doublèrent;VER;
doublé;VER;m
doublé;ADJ;m
doublé;NOM;m
doublée;VER;f
doublée;ADJ;f
doublées;VER;f
doublées;ADJ;f
doublés;VER;m
doublés;ADJ;m
doublés;NOM;m
douce;NOM;m
douce;ADJ;f
douce-amère;ADJ;f
douce-amère;NOM;f
doucement;ADV;
doucereuse;ADJ;f
doucereusement;ADV;
doucereuses;ADJ;f
doucereux;ADJ;m
douces;ADJ;f
douces-amères;NOM;f
doucet;ADJ;m
doucette;ADJ;f
doucette;NOM;f
doucettement;ADV;
douceur;NOM;f
douceurs;NOM;f
douceâtre;ADJ;
douceâtres;ADJ;
doucha;VER;
douchais;VER;
douchait;VER;
douchant;VER;
douche;NOM;f
douche;VER;
douchent;VER;
doucher;VER;
douchera;VER;
doucherai;VER;
doucheras;VER;
douches;NOM;f
douches;VER;
doucheur;NOM;m
douchez;VER;
douchiez;VER;
douchons;VER;
douché;VER;m
douchée;VER;f
douchés;VER;m
doucie;VER;f
doucin;NOM;m
doucine;NOM;f
doucins;NOM;m
doudou;NOM;f
doudoune;NOM;f
doudounes;NOM;f
douelle;NOM;f
douelles;NOM;f
douer;VER;
douglas;NOM;m
douillait;VER;
douille;NOM;f
douille;VER;
douillent;VER;
douiller;VER;
douillera;VER;
douilles;NOM;f
douilles;VER;
douillet;ADJ;m
douillets;ADJ;m
douillette;ADJ;f
douillette;NOM;f
douillettement;ADV;
douillettes;ADJ;f
douillettes;NOM;f
douillons;NOM;m
douillé;VER;m
douillée;VER;f
douleur;NOM;f
douleurs;NOM;f
douloureuse;ADJ;f
douloureusement;ADV;
douloureuses;ADJ;f
douloureux;ADJ;m
douma;NOM;f
doura;NOM;m
douro;NOM;m
douros;NOM;m
douta;VER;
doutai;VER;
doutaient;VER;
doutais;VER;
doutait;VER;
doutance;NOM;f
doutances;NOM;f
doutant;VER;
doute;NOM;m
doute;VER;
doutent;VER;
douter;VER;
doutera;VER;
douterai;VER;
douterais;VER;
douterait;VER;
douteras;VER;
douterez;VER;
douteriez;VER;
douteront;VER;
doutes;NOM;m
doutes;VER;
douteurs;ADJ;m
douteuse;ADJ;f
douteusement;ADV;
douteuses;ADJ;f
douteux;ADJ;m
doutez;VER;
doutiez;VER;
doutions;VER;
doutons;VER;
doutât;VER;
doutèrent;VER;
douté;VER;m
doutée;VER;f
doutés;VER;m
douve;NOM;f
douves;NOM;f
doux;ADJ;m
doux;ADV;
doux;NOM;m
doux-amer;ADJ;m
douzaine;NOM;f
douzaines;NOM;f
douze;ADJ:num;
douzième;ADJ;
douzième;NOM;
douzièmes;NOM;
douçâtre;ADJ;
doué;VER;m
doué;ADJ;m
douée;VER;f
douée;ADJ;f
douées;VER;f
douées;ADJ;f
doués;VER;m
doués;ADJ;m
down;ADJ;m
downing street;NOM;f
doyen;NOM;m
doyenne;NOM;f
doyenné;NOM;m
doyens;NOM;m
doña;NOM;f
drache;VER;
drachme;NOM;f
drachmes;NOM;f
draconien;ADJ;m
draconienne;ADJ;f
draconiennes;ADJ;f
draconiens;ADJ;m
drag;NOM;m
dragage;NOM;m
drageoir;NOM;m
drageoirs;NOM;m
dragon;NOM;m
dragonnades;NOM;f
dragonne;NOM;f
dragonnier;NOM;m
dragons;NOM;m
drags;NOM;m
dragster;NOM;m
dragua;VER;
draguaient;VER;
draguais;VER;
draguait;VER;
draguant;VER;
drague;NOM;f
drague;VER;
draguent;VER;
draguer;VER;
draguera;VER;
draguerai;VER;
draguerais;VER;
draguerait;VER;
dragues;NOM;f
dragues;VER;
dragueur;NOM;m
dragueurs;NOM;m
dragueuse;NOM;f
draguez;VER;
draguiez;VER;
draguons;VER;
dragué;VER;m
draguée;VER;f
draguées;VER;f
dragués;VER;m
dragée;NOM;f
dragées;NOM;f
drailles;NOM;f
drain;NOM;m
draina;VER;
drainage;NOM;m
drainages;NOM;m
drainaient;VER;
drainait;VER;
drainant;VER;
draine;VER;
drainent;VER;
drainer;VER;
drainera;VER;
drainons;VER;
drains;NOM;m
drainé;VER;m
drainées;VER;f
drainés;VER;m
draisienne;NOM;f
draisine;NOM;f
drakkar;NOM;m
drakkars;NOM;m
dramatique;ADJ;
dramatique;NOM;
dramatiquement;ADV;
dramatiques;ADJ;
dramatiques;NOM;
dramatisait;VER;
dramatisant;VER;
dramatisation;NOM;f
dramatise;VER;
dramatisent;VER;
dramatiser;VER;
dramatises;VER;
dramatisez;VER;
dramatisons;VER;
dramatisé;VER;m
dramatisée;VER;f
dramatisés;VER;m
dramaturge;NOM;
dramaturges;NOM;
dramaturgie;NOM;f
drame;NOM;m
drames;NOM;m
drap;NOM;m
drapa;VER;
drapai;VER;
drapaient;VER;
drapait;VER;
drapant;VER;
drape;VER;
drapeau;NOM;m
drapeaux;NOM;m
drapelets;NOM;m
drapent;VER;
draper;VER;
draperaient;VER;
draperez;VER;
draperie;NOM;f
draperies;NOM;f
drapier;ADJ;m
drapier;NOM;m
drapiers;ADJ;m
drapiers;NOM;m
draps;NOM;m
drapèrent;VER;
drapé;VER;m
drapé;ADJ;m
drapé;NOM;m
drapée;VER;f
drapées;VER;f
drapés;VER;m
drapés;ADJ;m
drapés;NOM;m
drastique;ADJ;
drastiquement;ADV;
drastiques;ADJ;f
drave;NOM;f
draveurs;NOM;m
dreadlocks;NOM;f
dream team;NOM;f
drelin;NOM;m
drepou;NOM;f
dressa;VER;
dressage;NOM;m
dressages;NOM;m
dressai;VER;
dressaient;VER;
dressais;VER;
dressait;VER;
dressant;ADJ;m
dressant;VER;
dresse;VER;
dressement;NOM;m
dressent;VER;
dresser;VER;
dressera;VER;
dresserai;VER;
dresseraient;VER;
dresserait;VER;
dresseras;VER;
dresserons;VER;
dresseront;VER;
dresses;VER;
dresseur;NOM;m
dresseurs;NOM;m
dresseuse;NOM;f
dressez;VER;
dressing;NOM;m
dressing-room;NOM;m
dressions;VER;
dressoir;NOM;m
dressoirs;NOM;m
dressons;VER;
dressât;VER;
dressèrent;VER;
dressé;VER;m
dressé;ADJ;m
dressée;VER;f
dressée;ADJ;f
dressées;VER;f
dressées;ADJ;f
dressés;VER;m
dressés;ADJ;m
dreyfusard;NOM;m
dreyfusards;NOM;m
dreyfusisme;NOM;m
dribbla;VER;
dribblais;VER;
dribblait;VER;
dribble;NOM;m
dribble;VER;
dribbler;VER;
dribbles;NOM;m
dribbles;VER;
dribbleur;NOM;m
dribblez;VER;
dribblé;VER;m
drible;VER;
dribler;VER;
drift;NOM;m
drifter;NOM;m
drifters;NOM;m
drill;NOM;m
drille;NOM;m
drilles;NOM;m
dring;ONO;
drink;NOM;m
drinks;NOM;m
drisse;NOM;f
drisses;NOM;f
drivait;VER;
drivant;VER;
drive;NOM;m
drive-in;NOM;m
driver;NOM;m
driver;VER;
drivers;NOM;m
drives;NOM;m
drivé;VER;m
drivée;VER;f
drogman;NOM;m
drogmans;NOM;m
droguaient;VER;
droguais;VER;
droguait;VER;
droguant;VER;
drogue;NOM;f
drogue;VER;
droguent;VER;
droguer;VER;
droguerie;NOM;f
drogueries;NOM;f
drogues;NOM;f
drogues;VER;
droguet;NOM;m
droguets;NOM;m
droguez;VER;
droguiez;VER;
droguiste;NOM;
droguistes;NOM;
drogué;VER;m
drogué;ADJ;m
drogué;NOM;m
droguée;VER;f
droguée;ADJ;f
droguée;NOM;f
droguées;VER;f
droguées;ADJ;f
droguées;NOM;f
drogués;VER;m
drogués;ADJ;m
drogués;NOM;m
droicos;NOM;m
droit;ADJ;m
droit;ADV;
droit;NOM;m
droit-fil;NOM;m
droite;ADJ;f
droite;NOM;f
droitement;ADV;
droites;ADJ;f
droites;NOM;f
droitier;ADJ;m
droitier;NOM;m
droitiers;ADJ;m
droitiers;NOM;m
droitière;ADJ;f
droits;ADJ;m
droits;NOM;m
droiture;NOM;f
drolatique;ADJ;
drolatiques;ADJ;m
dromadaire;NOM;m
dromadaires;NOM;m
drome;NOM;f
dromes;NOM;f
drone;NOM;m
drone-espion;NOM;m
drones;NOM;m
dronte;NOM;m
drop;NOM;m
drope;VER;
dropent;VER;
droppage;NOM;m
droppant;VER;
droppe;VER;
dropé;VER;m
drosophile;NOM;f
drosophiles;NOM;f
dross;NOM;m
drossait;VER;
drossant;VER;
drossart;NOM;m
drosser;VER;
drossé;VER;m
drossée;VER;f
drossés;VER;m
droséra;NOM;m
dru;ADJ;m
dru;ADV;
drue;ADJ;f
drues;ADJ;f
drugstore;NOM;m
drugstores;NOM;m
druide;NOM;m
druides;NOM;m
druidesse;NOM;f
druidesses;NOM;f
druidique;ADJ;
druidiques;ADJ;m
druidisme;NOM;m
drumlin;NOM;m
drummer;NOM;m
drums;NOM;m
drus;ADJ;m
druze;ADJ;
druzes;ADJ;
dry;ADJ;m
dryade;NOM;f
dryades;NOM;f
drège;NOM;f
drépanocytose;NOM;f
drôle;ADJ;
drôle;NOM;
drôlement;ADV;
drôlerie;NOM;f
drôleries;NOM;f
drôles;ADJ;
drôles;NOM;
drôlesse;NOM;f
drôlesses;NOM;f
drôlet;ADJ;m
drôlet;NOM;m
drôlette;ADJ;f
du;ART:def;m
dual;ADJ;m
dualisme;NOM;m
dualiste;ADJ;m
dualité;NOM;f
dubitatif;ADJ;m
dubitatifs;ADJ;m
dubitation;NOM;f
dubitations;NOM;f
dubitative;ADJ;f
dubitativement;ADV;
dubitatives;ADJ;f
duc;NOM;m
ducal;ADJ;m
ducale;ADJ;f
ducales;ADJ;f
ducasse;NOM;f
ducasses;NOM;f
ducat;NOM;m
ducaton;NOM;m
ducats;NOM;m
ducaux;ADJ;m
duce;NOM;m
duces;NOM;m
duchesse;NOM;f
duchesses;NOM;f
duchnoque;NOM;
duché;NOM;m
ducon;NOM;m
ducs;NOM;m
ducs-d'albe;NOM;m
ductile;ADJ;
dudit;PRE;
due;VER;f
due;ADJ;f
duel;NOM;m
duelliste;NOM;
duellistes;NOM;
duels;NOM;m
dues;VER;f
dues;ADJ;f
duettistes;NOM;
duffel-coat;NOM;m
duffle-coat;NOM;m
duffle-coats;NOM;m
dugong;NOM;m
dugongs;NOM;m
duit;NOM;m
dulcifiant;VER;
dulcinée;NOM;f
dum-dum;ADJ;
dumper;NOM;m
dumping;NOM;m
dundee;NOM;m
dune;NOM;f
dunes;NOM;f
dunette;NOM;f
dunettes;NOM;f
dunkerque;NOM;m
duo;NOM;m
duodi;NOM;m
duodécimale;ADJ;f
duodénal;ADJ;m
duodénale;ADJ;f
duodénum;NOM;m
duopole;NOM;m
duos;NOM;m
dupait;VER;
dupant;VER;
dupe;ADJ;m
dupe;NOM;f
dupe;VER;
dupent;VER;
duper;VER;
dupera;VER;
duperas;VER;
duperie;NOM;f
duperies;NOM;f
dupes;ADJ;m
dupes;NOM;f
dupes;VER;
dupeur;NOM;m
dupez;VER;
duplex;ADJ;m
duplex;NOM;m
duplicata;NOM;m
duplicate;NOM;m
duplicateur;NOM;m
duplicateurs;NOM;m
duplication;NOM;f
duplice;NOM;f
duplicité;NOM;f
dupliquer;VER;
dupliqué;VER;m
dupliqués;VER;m
dupons;VER;
dupé;VER;m
dupée;VER;f
dupés;VER;m
duquel;PRO:int;
duquel;PRO:rel;m
dur;ADJ;m
dur;ADV;
dur;NOM;m
dura;VER;
durabilité;NOM;f
durable;ADJ;
durablement;ADV;
durables;ADJ;
duraient;VER;
duraille;ADJ;
durailles;ADJ;m
durait;VER;
durale;ADJ;f
duralumin;NOM;m
durant;NOM;m
durant;PRE;
durant;VER;
durassent;VER;
durci;ADJ;m
durci;VER;m
durcie;ADJ;f
durcie;VER;f
durcies;ADJ;f
durcies;VER;f
durcir;VER;
durciraient;VER;
durcirent;VER;
durcis;ADJ;m
durcis;VER;m
durcissaient;VER;
durcissais;VER;
durcissait;VER;
durcissant;VER;
durcisse;VER;
durcissement;NOM;m
durcissent;VER;
durcisseur;NOM;m
durcit;VER;
dure;ADJ;f
dure;NOM;f
dure;VER;
dure-mère;NOM;f
durement;ADV;
durent;VER;
durent;VER;
durer;VER;
durera;VER;
durerai;VER;
dureraient;VER;
durerais;VER;
durerait;VER;
dureras;VER;
durerez;VER;
dureront;VER;
dures;ADJ;f
dures;NOM;f
dures;VER;
dureté;NOM;f
duretés;NOM;f
durham;NOM;m
durian;NOM;m
durillon;NOM;m
durillons;NOM;m
durit;NOM;f
durite;NOM;f
durites;NOM;f
durs;ADJ;m
durs;NOM;m
durât;VER;
durèrent;VER;
duré;VER;m
durée;VER;f
durée;NOM;f
durées;VER;f
durées;NOM;f
dus;VER;m
dus;ADJ;m
dusse;VER;
dussent;VER;
dusses;VER;
dussiez;VER;
dussions;VER;
dut;VER;
duvet;NOM;m
duveteuse;ADJ;f
duveteuses;ADJ;f
duveteux;ADJ;m
duvets;NOM;m
duveté;VER;m
duveté;ADJ;m
duvetée;ADJ;f
duvetées;VER;f
duvetées;ADJ;f
duvetés;VER;m
duvetés;ADJ;m
duègne;NOM;f
dyke;NOM;m
dykes;NOM;m
dynamique;ADJ;
dynamique;NOM;f
dynamiques;ADJ;
dynamiques;NOM;f
dynamiser;VER;
dynamisera;VER;
dynamiserait;VER;
dynamisez;VER;
dynamisme;NOM;m
dynamisé;VER;m
dynamisée;VER;f
dynamisées;VER;f
dynamitage;NOM;m
dynamitait;VER;
dynamitant;VER;
dynamite;NOM;f
dynamite;VER;
dynamiter;VER;
dynamiteur;NOM;m
dynamiteurs;NOM;m
dynamitez;VER;
dynamitons;VER;
dynamité;VER;m
dynamitée;VER;f
dynamo;NOM;f
dynamomètre;NOM;m
dynamométrique;ADJ;f
dynamos;NOM;f
dynastie;NOM;f
dynasties;NOM;f
dynastique;ADJ;f
dynes;NOM;f
dyscinésie;NOM;f
dyscrasie;NOM;f
dysenterie;NOM;f
dysenteries;NOM;f
dysentérique;ADJ;
dysentériques;ADJ;
dysfonction;NOM;f
dysfonctionnement;NOM;m
dysfonctionnements;NOM;m
dyslexie;NOM;f
dyslexique;ADJ;m
dyslexique;NOM;
dysménorrhée;NOM;f
dyspepsie;NOM;f
dyspepsique;ADJ;
dyspeptique;ADJ;
dysphonie;NOM;f
dysphorie;NOM;f
dysplasie;NOM;f
dyspnée;NOM;f
dyspnéique;ADJ;f
dyspnéiques;ADJ;f
dysthymie;NOM;f
dystocie;NOM;f
dystrophie;NOM;f
dysurie;NOM;f
dytique;NOM;m
dèche;NOM;f
dèches;NOM;f
dèmes;NOM;m
dès;PRE;
dé;NOM;m
déambula;VER;
déambulai;VER;
déambulaient;VER;
déambulais;VER;
déambulait;VER;
déambulant;ADJ;m
déambulant;VER;
déambulante;ADJ;f
déambulateur;ADJ;m
déambulateur;NOM;m
déambulation;NOM;f
déambulations;NOM;f
déambulatoire;ADJ;m
déambulatoire;NOM;m
déambulatoires;ADJ;m
déambule;VER;
déambulent;VER;
déambuler;VER;
déambulerai;VER;
déambulez;VER;
déambulions;VER;
déambulons;VER;
déambulèrent;VER;
déambulé;VER;m
débagoulage;NOM;m
débagoule;VER;
débagouler;VER;
débagoulerait;VER;
débagoules;VER;
déballa;VER;
déballage;NOM;m
déballages;NOM;m
déballai;VER;
déballaient;VER;
déballais;VER;
déballait;VER;
déballant;VER;
déballe;VER;
déballent;VER;
déballer;VER;
déballera;VER;
déballez;VER;
déballonnage;NOM;m
déballonner;VER;
déballonnerais;VER;
déballonneront;VER;
déballonné;VER;m
déballons;VER;
déballèrent;VER;
déballé;VER;m
déballée;VER;f
déballées;VER;f
déballés;VER;m
débanda;VER;
débandade;NOM;f
débandaient;VER;
débandais;VER;
débandait;VER;
débande;VER;
débandent;VER;
débander;VER;
débandera;VER;
débanderaient;VER;
débandez;VER;
débandèrent;VER;
débandé;VER;m
débandées;VER;f
débandés;VER;m
débaptiser;VER;
débaptiserais;VER;
débaptisé;VER;m
débaptisée;VER;f
débarbot;NOM;m
débarbots;NOM;m
débarbouilla;VER;
débarbouillait;VER;
débarbouillant;VER;
débarbouille;VER;
débarbouiller;VER;
débarbouillette;NOM;f
débarbouillé;VER;m
débarbouillée;VER;f
débarbouillés;VER;m
débarcadère;NOM;m
débarcadères;NOM;m
débardage;NOM;m
débardages;NOM;m
débardaient;VER;
débarder;VER;
débardeur;NOM;m
débardeurs;NOM;m
débardée;VER;f
débaroule;VER;
débaroulent;VER;
débarqua;VER;
débarquai;VER;
débarquaient;VER;
débarquais;VER;
débarquait;VER;
débarquant;VER;
débarque;VER;
débarquement;NOM;m
débarquements;NOM;m
débarquent;VER;
débarquer;VER;
débarquera;VER;
débarquerai;VER;
débarqueraient;VER;
débarquerait;VER;
débarqueras;VER;
débarquerez;VER;
débarquerons;VER;
débarqueront;VER;
débarques;VER;
débarquez;VER;
débarquiez;VER;
débarquions;VER;
débarquons;VER;
débarquâmes;VER;
débarquèrent;VER;
débarqué;VER;m
débarqué;ADJ;m
débarquée;VER;f
débarquée;ADJ;f
débarquées;VER;f
débarquées;ADJ;f
débarqués;VER;m
débarqués;ADJ;m
débarra;VER;
débarras;NOM;m
débarras;VER;
débarrassa;VER;
débarrassai;VER;
débarrassaient;VER;
débarrassais;VER;
débarrassait;VER;
débarrassant;VER;
débarrasse;VER;
débarrassent;VER;
débarrasser;VER;
débarrassera;VER;
débarrasserai;VER;
débarrasserais;VER;
débarrasserait;VER;
débarrasseras;VER;
débarrasserez;VER;
débarrasserons;VER;
débarrasseront;VER;
débarrasses;VER;
débarrassez;VER;
débarrassiez;VER;
débarrassons;VER;
débarrassât;VER;
débarrassèrent;VER;
débarrassé;VER;m
débarrassée;VER;f
débarrassées;VER;f
débarrassés;VER;m
débarrer;VER;
débarrons;VER;
débat;NOM;m
débat;VER;
débats;NOM;m
débats;VER;
débattaient;VER;
débattais;VER;
débattait;VER;
débattant;VER;
débatte;VER;
débattent;VER;
débatteur;NOM;m
débattez;VER;
débattiez;VER;
débattions;VER;
débattirent;VER;
débattis;VER;
débattit;VER;
débattons;VER;
débattra;VER;
débattraient;VER;
débattrais;VER;
débattrait;VER;
débattre;VER;
débattrons;VER;
débattu;VER;m
débattue;VER;f
débattue;NOM;f
débattues;VER;f
débattus;VER;m
débattît;VER;
débauchais;VER;
débauchait;VER;
débauchant;VER;
débauche;NOM;f
débauche;VER;
débaucher;VER;
débauches;NOM;f
débauches;VER;
débaucheur;NOM;m
débaucheurs;NOM;m
débauché;VER;m
débauché;ADJ;m
débauché;NOM;m
débauchée;VER;f
débauchée;ADJ;f
débauchée;NOM;f
débauchées;ADJ;f
débauchées;NOM;f
débauchés;VER;m
débauchés;ADJ;m
débauchés;NOM;m
débecquetait;VER;
débectage;NOM;m
débectait;VER;
débectance;NOM;f
débectant;VER;
débecte;VER;
débectent;VER;
débecter;VER;
débecterais;VER;
débectez;VER;
débecté;VER;m
débectée;VER;f
débectés;VER;m
débiffé;VER;m
débile;ADJ;
débile;NOM;
débilement;ADV;
débiles;ADJ;
débiles;NOM;
débilitaient;VER;
débilitant;ADJ;m
débilitant;VER;
débilitante;ADJ;f
débilitantes;ADJ;f
débilitation;NOM;f
débilite;VER;
débilité;VER;m
débilité;NOM;f
débilitée;VER;f
débilités;VER;m
débilités;NOM;f
débiller;VER;
débinait;VER;
débine;NOM;f
débine;VER;
débinent;VER;
débiner;VER;
débinera;VER;
débinerai;VER;
débinerait;VER;
débineras;VER;
débines;VER;
débineurs;NOM;m
débineuses;NOM;f
débinez;VER;
débiné;VER;m
débinées;VER;f
débinés;VER;m
débit;NOM;m
débita;VER;
débitage;NOM;m
débitai;VER;
débitaient;VER;
débitais;VER;
débitait;VER;
débitant;NOM;m
débitant;VER;
débitants;NOM;m
débite;NOM;f
débite;VER;
débitent;VER;
débiter;VER;
débitera;VER;
débiterai;VER;
débiterait;VER;
débites;VER;
débiteur;ADJ;m
débiteur;NOM;m
débiteurs;ADJ;m
débiteurs;NOM;m
débitez;VER;
débitrice;ADJ;f
débits;NOM;m
débité;VER;m
débitée;VER;f
débitées;VER;f
débités;VER;m
déblai;NOM;m
déblaie;VER;
déblaiement;NOM;m
déblaient;VER;
déblaierez;VER;
déblais;NOM;m
déblatère;VER;
déblatérait;VER;
déblatérant;VER;
déblatérations;NOM;f
déblatérer;VER;
déblaya;VER;
déblayage;NOM;m
déblayaient;VER;
déblayait;VER;
déblayant;VER;
déblayer;VER;
déblayera;VER;
déblayeur;ADJ;m
déblayeurs;NOM;m
déblayez;VER;
déblayé;VER;m
déblayée;VER;f
déblayées;VER;f
déblayés;VER;m
déblocage;NOM;m
déblocages;NOM;m
débloqua;VER;
débloquait;VER;
débloquant;VER;
débloque;VER;
débloquent;VER;
débloquer;VER;
débloques;VER;
débloquez;VER;
débloquât;VER;
débloqué;VER;m
débloquée;VER;f
débloqués;VER;m
débobinage;NOM;m
débobiner;VER;
débogage;NOM;m
déboguer;VER;
déboire;NOM;m
déboires;NOM;m
déboisement;NOM;m
déboiser;VER;
déboisé;VER;m
déboisée;VER;f
déboisées;VER;f
débonda;VER;
débondait;VER;
débondant;VER;
débonder;VER;
débondé;VER;m
débonnaire;ADJ;
débonnaires;ADJ;
débord;NOM;m
déborda;VER;
débordaient;VER;
débordais;VER;
débordait;VER;
débordant;ADJ;m
débordant;VER;
débordante;ADJ;f
débordantes;ADJ;f
débordants;ADJ;m
déborde;VER;
débordement;NOM;m
débordements;NOM;m
débordent;VER;
déborder;VER;
débordera;VER;
déborderaient;VER;
déborderait;VER;
débordez;VER;
débordât;VER;
débordèrent;VER;
débordé;VER;m
débordée;VER;f
débordées;VER;f
débordés;VER;m
débottelons;VER;
débotté;NOM;m
déboucha;VER;
débouchage;NOM;m
débouchai;VER;
débouchaient;VER;
débouchais;VER;
débouchait;VER;
débouchant;VER;
débouche;VER;
débouchent;VER;
déboucher;VER;
débouchera;VER;
déboucherai;VER;
déboucheraient;VER;
déboucherait;VER;
déboucherez;VER;
déboucheur;NOM;m
déboucheurs;NOM;m
débouchez;VER;
débouchions;VER;
débouchoir;NOM;m
débouchoirs;NOM;m
débouchons;VER;
débouchâmes;VER;
débouchèrent;VER;
débouché;VER;m
débouché;NOM;m
débouchée;VER;f
débouchées;VER;f
débouchés;VER;m
débouchés;NOM;m
déboucla;VER;
débouclaient;VER;
débouclait;VER;
débouclant;VER;
déboucle;VER;
débouclent;VER;
déboucler;VER;
débouclez;VER;
débouclions;VER;
débouclèrent;VER;
débouclé;VER;m
débouclées;VER;f
débouclés;VER;m
déboula;VER;
déboulai;VER;
déboulaient;VER;
déboulais;VER;
déboulait;VER;
déboulant;VER;
déboule;VER;
déboulent;VER;
débouler;VER;
déboulerais;VER;
déboulerait;VER;
débouleront;VER;
déboulez;VER;
débouliez;VER;
déboulions;VER;
déboulonnant;VER;
déboulonner;VER;
déboulonnez;VER;
déboulonné;VER;m
déboulonnée;VER;f
déboulonnées;VER;f
déboulèrent;VER;
déboulé;VER;m
déboulé;NOM;m
déboulés;VER;m
déboulés;NOM;m
débouquaient;VER;
débouqué;VER;m
débourrage;NOM;m
débourre;VER;
débourrent;VER;
débourrer;VER;
débourré;VER;m
débourrée;VER;f
débours;NOM;m
débourse;VER;
déboursement;NOM;m
débourser;VER;
déboursera;VER;
débourseront;VER;
déboursé;VER;m
déboursées;VER;f
déboussolait;VER;
déboussolantes;ADJ;f
déboussoler;VER;
déboussolé;VER;m
déboussolée;VER;f
déboussolées;VER;f
déboussolés;VER;m
déboutait;VER;
débouter;VER;
déboutonna;VER;
déboutonnage;NOM;m
déboutonnait;VER;
déboutonnant;VER;
déboutonne;VER;
déboutonnent;VER;
déboutonner;VER;
déboutonnez;VER;
déboutonnât;VER;
déboutonné;VER;m
déboutonnée;VER;f
déboutonnées;VER;f
déboutonnés;VER;m
débouté;VER;m
déboutée;VER;f
